DUECA time,xdotdot,FrameSignature,Roll raw,Pitch raw,Yaw raw,X raw,Y raw,Z raw
1723200,-0.000767398,31774,162.123,-172.418,31.6916,60.1795,-121.858,75.2794
1723600,-0.00179059,31778,162.379,-171.999,31.8214,60.1675,-122.277,75.0934
1724000,-0.00281377,31785,162.781,-171.344,32.0419,60.1531,-122.956,74.8014
1724400,-0.00383693,31789,163.038,-170.948,32.1877,60.1442,-123.315,74.6194
1724800,-0.00486006,31793,163.28,-170.514,32.3454,60.1386,-123.697,74.4635
1725200,-0.00588315,31801,163.776,-169.622,32.6874,60.132,-124.365,74.1955
1725600,-0.0069062,31805,164.022,-169.214,32.8663,60.1317,-124.706,74.0595
1726000,-0.00792921,31808,164.205,-168.983,32.9773,60.1413,-124.978,73.9655
1726400,-0.00895216,31812,164.486,-168.656,33.1488,60.1506,-125.319,73.8275
1726800,-0.00997505,31820,165.093,-168.156,33.5178,60.1636,-125.997,73.5615
1727200,-0.0109979,31824,165.387,-167.948,33.6997,60.1714,-126.324,73.4295
1727600,-0.0112532,31829,165.713,-167.728,33.9056,60.1852,-126.721,73.2735
1728000,-0.0112527,31835,166.088,-167.443,34.152,60.196,-127.142,73.1255
1728400,-0.0112522,31839,166.331,-167.301,34.312,60.2014,-127.441,72.9975
1728800,-0.0112515,31842,166.5,-167.156,34.4405,60.2051,-127.616,72.9576
1729200,-0.0112508,31846,166.7,-167.065,34.5903,60.2164,-127.929,72.9096
1729600,-0.0112501,31854,167.125,-166.953,34.9143,60.2155,-128.489,72.7496
1730000,-0.0112493,31857,167.284,-166.915,35.036,60.2113,-128.669,72.6636
1730400,-0.0112484,31865,167.659,-166.801,35.3509,60.2047,-129.153,72.4796
1730800,-0.0112476,31869,167.837,-166.756,35.5102,60.1982,-129.384,72.3836
1731200,-0.0112466,31873,168.004,-166.741,35.6394,60.1993,-129.655,72.2956
1731600,-0.0112457,31876,168.143,-166.696,35.7511,60.1956,-129.834,72.2316
1732000,-0.0112446,31884,168.393,-166.603,36.0258,60.191,-130.275,72.0636
1732400,-0.0112436,31884,168.393,-166.603,36.0258,60.191,-130.275,72.0636
1732800,-0.0112425,31892,168.611,-166.592,36.2663,60.1866,-130.717,71.8516
1733200,-0.0112414,31897,168.748,-166.643,36.4026,60.187,-131.025,71.7256
1733600,-0.0112403,31903,168.913,-166.644,36.5967,60.1793,-131.293,71.5656
1734000,-0.0112392,31907,169.023,-166.65,36.7322,60.1734,-131.462,71.4696
1734400,-0.011238,31911,169.131,-166.675,36.8624,60.168,-131.63,71.3696
1734800,-0.0112369,31916,169.273,-166.704,37.0232,60.1578,-131.835,71.2477
1735200,-0.0112357,31920,169.361,-166.713,37.1444,60.1501,-131.983,71.1717
1735600,-0.0112345,31924,169.44,-166.721,37.2486,60.1425,-132.121,71.1217
1736000,-0.0112333,31931,169.557,-166.749,37.4286,60.1243,-132.385,71.0537
1736400,-0.011232,31935,169.613,-166.769,37.5234,60.1148,-132.534,70.9877
1736800,-0.0112308,31939,169.682,-166.782,37.6135,60.1051,-132.672,70.9217
1737200,-0.0112296,31945,169.796,-166.812,37.766,60.0911,-132.88,70.8357
1737600,-0.0112284,31952,169.956,-166.845,37.9449,60.0746,-133.119,70.7277
1738000,-0.0112272,31956,170.036,-166.871,38.0509,60.0658,-133.258,70.6597
