DUECA time,xdotdot,FrameSignature,Roll raw,Pitch raw,Yaw raw,X raw,Y raw,Z raw
837200,-0.000767398,24130,78.9621,-106.691,93.3192,28.8867,13.8034,-24.948
837600,-0.00179059,24138,78.3505,-104.988,93.1176,28.8629,13.7544,-26.0059
838000,-0.00281377,24142,78.0312,-103.925,92.968,28.8558,13.7934,-26.5679
838400,-0.00383693,24145,77.7617,-103.043,92.822,28.8298,13.8449,-26.9399
838800,-0.00486006,24153,76.8181,-100.369,92.3562,28.7075,14.0204,-28.2018
839200,-0.00588315,24156,76.3793,-99.2637,92.2334,28.5563,14.0704,-28.6658
839600,-0.0069062,24160,75.6936,-97.6756,92.1241,28.2686,14.1619,-29.3337
840000,-0.00792921,24168,74.3084,-94.4905,92.0942,27.4471,14.3184,-30.5716
840400,-0.00895216,24168,74.3084,-94.4905,92.0942,27.4471,14.3184,-30.5716
840800,-0.00997505,24175,73.0311,-91.6658,92.1788,26.3857,14.4719,-31.7516
841200,-0.0109979,24179,72.0165,-89.7611,92.3828,25.4734,14.5764,-32.4335
841600,-0.0112532,24183,70.8553,-87.3917,92.6996,24.1097,14.7019,-33.2015
842000,-0.0112527,24190,68.1954,-81.9689,93.4755,20.2868,14.9748,-34.4234
842400,-0.0112522,24194,66.4336,-78.3495,94.0497,16.91,15.1443,-35.0934
842800,-0.0112515,24202,62.1938,-70.4945,95.1465,8.14971,15.4998,-36.6993
843200,-0.0112508,24205,60.1959,-67.3511,95.4427,4.86247,15.6538,-37.4272
843600,-0.0112501,24209,57.474,-63.2474,95.7897,0.597917,15.8703,-38.4752
844000,-0.0112493,24213,54.8706,-58.9792,96.1586,-3.52489,16.1218,-39.4651
844400,-0.0112484,24217,52.5594,-54.4398,96.5878,-7.56034,16.3967,-40.511
844800,-0.0112476,24224,49.0779,-46.7606,97.268,-13.6928,16.9352,-42.4129
845200,-0.0112466,24228,47.4031,-42.9554,97.591,-16.5219,17.2652,-43.5608
845600,-0.0112457,24236,44.7778,-36.7562,98.2425,-21.0846,17.9292,-45.9647
846000,-0.0112446,24239,43.9535,-34.7748,98.4599,-22.4046,18.1926,-46.8706
846400,-0.0112436,24243,42.9408,-32.3895,98.6757,-23.8388,18.5326,-48.0026
846800,-0.0112425,24247,42.1619,-30.2418,98.8011,-24.9892,18.8996,-49.0385
847200,-0.0112414,24251,41.5632,-28.5103,98.9119,-25.998,19.2461,-50.0724
847600,-0.0112403,24258,40.4775,-25.37,99.2265,-27.7695,19.8855,-51.5104
848000,-0.0112392,24262,39.8888,-23.4324,99.3883,-28.8328,20.289,-52.1163
848400,-0.011238,24266,39.2732,-21.6603,99.5055,-29.8657,20.657,-52.6423
848800,-0.0112369,24273,38.0724,-19.1739,99.6433,-31.4657,21.2565,-53.5202
849200,-0.0112357,24277,37.3625,-18.1014,99.6724,-32.1761,21.5709,-53.9962
849600,-0.0112345,24281,36.7272,-17.1661,99.674,-32.7782,21.8969,-54.4662
850000,-0.0112333,24288,35.9875,-15.9045,99.646,-33.6052,22.4334,-55.1461
850400,-0.011232,24292,35.6847,-15.3003,99.6443,-33.9428,22.7164,-55.5421
850800,-0.0112308,24296,35.4091,-14.6425,99.617,-34.137,23.0343,-55.9421
851200,-0.0112296,24300,35.1522,-13.9649,99.5551,-34.2321,23.3358,-56.3141
851600,-0.0112284,24307,34.7201,-12.6837,99.4073,-34.2128,23.8913,-56.898
852000,-0.0112272,24311,34.5684,-11.9506,99.3394,-34.1763,24.2193,-57.3
852400,-0.0112259,24315,34.4549,-11.1162,99.289,-34.0925,24.5623,-57.552
852800,-0.0112247,24323,34.3072,-9.3035,99.2595,-33.8871,25.2832,-58.174
853200,-0.0112235,24326,34.3096,-8.64011,99.2379,-33.7878,25.5617,-58.4619
853600,-0.0112223,24330,34.3437,-7.80646,99.232,-33.7186,25.9402,-58.7819
854000,-0.0112211,24334,34.2876,-6.93175,99.2841,-33.744,26.3301,-59.1239
854400,-0.01122,24341,34.0769,-5.41753,99.3921,-34.0384,26.9736,-59.5799
854800,-0.0112188,24345,33.9209,-4.67205,99.4225,-34.2225,27.3066,-59.7979
855200,-0.0112177,24349,33.7869,-4.02457,99.4685,-34.4449,27.6286,-60.0098
855600,-0.0112165,24356,33.5712,-3.17828,99.595,-34.8432,28.11,-60.3778
856000,-0.0112154,24360,33.4604,-2.80911,99.6463,-35.0309,28.363,-60.5958
856400,-0.0112143,24364,33.3831,-2.53613,99.6769,-35.1594,28.6135,-60.8078
856800,-0.0112132,24368,33.3273,-2.27883,99.7369,-35.2563,28.861,-60.9818
857200,-0.0112122,24375,33.2766,-1.89137,99.9093,-35.3606,29.2925,-61.2598
857600,-0.0112111,24379,33.297,-1.75532,99.9886,-35.3366,29.5204,-61.3998
858000,-0.0112101,24383,33.344,-1.68911,100.078,-35.2722,29.7234,-61.5197
858400,-0.0112091,24390,33.5438,-1.77387,100.306,-35.1433,30.0104,-61.7517
858800,-0.0112082,24394,33.7171,-1.89409,100.463,-35.0502,30.1344,-61.8837
859200,-0.0112072,24398,33.9077,-1.96526,100.63,-34.9007,30.2429,-61.8897
859600,-0.0112063,24402,34.1369,-2.04343,100.822,-34.731,30.3339,-61.9157
860000,-0.0112054,24409,34.6806,-2.21196,101.155,-34.3839,30.4764,-61.8737
860400,-0.0112045,24413,35.0589,-2.31959,101.388,-34.1753,30.5499,-61.8757
860800,-0.0112037,24417,35.4539,-2.36839,101.68,-33.9679,30.6309,-61.9637
861200,-0.0112029,24424,36.265,-2.38271,102.28,-33.6294,30.7429,-61.9897
861600,-0.0112021,24428,36.7663,-2.41514,102.596,-33.3369,30.7859,-61.9617
862000,-0.0112013,24432,37.3546,-2.47749,102.939,-32.999,30.8064,-61.9017
862400,-0.0112005,24435,37.8549,-2.52845,103.224,-32.7216,30.8034,-61.8117
862800,-0.0111998,24443,39.5579,-2.68654,104.004,-31.8794,30.7974,-61.7157
863200,-0.0111991,24447,40.5549,-2.71605,104.376,-31.4113,30.7939,-61.6817
863600,-0.0111985,24451,41.547,-2.62737,104.786,-30.9047,30.8059,-61.5517
864000,-0.0111978,24458,43.4098,-2.36397,105.661,-30.0295,30.8269,-61.4577
864400,-0.0111972,24462,44.6127,-2.16908,106.248,-29.5564,30.8529,-61.4857
864800,-0.0111967,24466,45.8414,-1.96406,106.862,-29.081,30.8794,-61.5157
865200,-0.0111961,24469,46.7374,-1.80405,107.332,-28.7113,30.8959,-61.5257
865600,-0.0111956,24477,49.0415,-1.33149,108.561,-27.6319,30.9314,-61.5097
866000,-0.0111951,24481,50.1603,-1.06523,109.044,-26.939,30.9649,-61.4837
866400,-0.0111946,24484,51.0079,-0.907509,109.393,-26.37,30.9774,-61.4637
866800,-0.0111941,24492,53.156,-0.747129,110.237,-24.5185,30.9904,-61.5257
867200,-0.0111937,24496,54.0365,-0.708804,110.634,-23.4611,30.9789,-61.5357
867600,-0.0111933,24499,54.6361,-0.708436,110.869,-22.6462,30.9479,-61.4897
868000,-0.0111929,24503,55.3418,-0.75949,111.084,-21.5154,30.8839,-61.3398
868400,-0.0111926,24511,56.4145,-1.08465,111.433,-19.2587,30.6839,-60.8838
868800,-0.0111923,24514,56.7405,-1.29513,111.564,-18.5215,30.5784,-60.6578
869200,-0.0111919,24518,57.0937,-1.63559,111.656,-17.5519,30.4179,-60.3778
869600,-0.0111917,24524,57.4592,-2.23446,111.736,-16.2624,30.1664,-59.9818
870000,-0.0111914,24528,57.5938,-2.6544,111.786,-15.5057,30.0079,-59.7659
870400,-0.0111912,24533,57.6905,-3.15697,111.859,-14.7336,29.8244,-59.4999
870800,-0.011191,24537,57.6386,-3.56264,111.882,-14.2044,29.6729,-59.3239
871200,-0.0111908,24543,57.3763,-4.15035,111.813,-13.5703,29.467,-59.1119
871600,-0.0111906,24550,56.8286,-4.77684,111.657,-13.0762,29.242,-59.0079
872000,-0.0111904,24554,56.3932,-5.0271,111.539,-12.8497,29.139,-58.9459
872400,-0.0111903,24558,55.9223,-5.22909,111.414,-12.6752,29.048,-58.9239
872800,-0.0111902,24562,55.4488,-5.42093,111.255,-12.5021,28.98,-58.9299
873200,-0.0111901,24567,54.9125,-5.67232,111.051,-12.3489,28.8995,-58.9659
873600,-0.01119,24571,54.4422,-5.76334,110.936,-12.2659,28.8605,-58.9519
874000,-0.0111899,24579,53.4822,-5.60965,110.74,-12.2653,28.8395,-58.8499
874400,-0.0111899,24582,53.1315,-5.51185,110.66,-12.291,28.842,-58.8359
874800,-0.0111899,24586,52.7183,-5.36807,110.6,-12.3734,28.8585,-58.8139
875200,-0.0111899,24594,52.0984,-5.15963,110.622,-12.6716,28.8915,-58.8099
875600,-0.0111899,24597,51.8377,-5.10013,110.567,-12.7818,28.9055,-58.8299
876000,-0.0111899,24601,51.4206,-5.05728,110.465,-12.9883,28.91,-58.8319
876400,-0.0111899,24608,50.4251,-5.08404,110.275,-13.5019,28.8665,-58.7379
876800,-0.01119,24612,49.6951,-5.15801,110.12,-13.8735,28.8195,-58.7019
877200,-0.01119,24616,48.8001,-5.24735,109.945,-14.3067,28.752,-58.6179
877600,-0.0111901,24620,47.8351,-5.3335,109.813,-14.7856,28.684,-58.5179
878000,-0.0111902,24627,46.265,-5.57724,109.669,-15.5755,28.5715,-58.4359
878400,-0.0111902,24631,45.4676,-5.73262,109.571,-15.9613,28.511,-58.3799
878800,-0.0111903,24635,44.6508,-5.88615,109.443,-16.2672,28.4535,-58.3119
879200,-0.0111905,24643,43.3416,-6.2025,109.195,-16.792,28.364,-58.14
879600,-0.0111906,24646,42.9975,-6.35621,109.14,-16.9946,28.332,-58.116
880000,-0.0111907,24650,42.5091,-6.51785,109.144,-17.3399,28.307,-58.086
880400,-0.0111908,24654,41.942,-6.6171,109.148,-17.76,28.2955,-58.07
880800,-0.011191,24661,40.7221,-6.73976,109.065,-18.6165,28.2675,-58.058
881200,-0.0111911,24665,39.9767,-6.77454,109.022,-19.1673,28.2535,-58.008
881600,-0.0111913,24669,39.3095,-6.82306,109.006,-19.7401,28.233,-57.97
882000,-0.0111915,24676,38.4222,-6.94463,108.999,-20.6859,28.2065,-58.014
882400,-0.0111916,24680,38.0991,-7.00237,108.968,-21.1256,28.208,-58.036
882800,-0.0111918,24684,37.8911,-7.01639,108.96,-21.5027,28.221,-58.008
883200,-0.011192,24687,37.7989,-7.02079,108.982,-21.7578,28.236,-58.008
883600,-0.0111922,24695,37.6989,-7.08658,109.003,-22.3717,28.3,-58.068
884000,-0.0111923,24698,37.6364,-7.14945,108.963,-22.5642,28.327,-58.084
884400,-0.0111925,24702,37.4991,-7.23972,108.877,-22.7569,28.3635,-58.04
884800,-0.0111927,24710,37.3459,-7.47687,108.706,-23.1683,28.407,-57.844
885200,-0.0111929,24714,37.2702,-7.62481,108.607,-23.3191,28.4175,-57.76
885600,-0.0111931,24717,37.2281,-7.7383,108.527,-23.4229,28.4295,-57.708
886000,-0.0111933,24721,37.1848,-7.91274,108.403,-23.4959,28.444,-57.658
886400,-0.0111935,24729,37.2522,-8.33251,108.246,-23.6897,28.4705,-57.5
886800,-0.0111937,24732,37.2383,-8.46945,108.214,-23.7852,28.485,-57.434
887200,-0.0111939,24736,37.1993,-8.65226,108.158,-23.914,28.5045,-57.358
887600,-0.0111941,24744,37.0603,-9.09534,107.988,-24.1414,28.5415,-57.236
888000,-0.0111943,24747,36.9731,-9.27909,107.916,-24.2224,28.55,-57.148
888400,-0.0111945,24751,36.8584,-9.5864,107.825,-24.3072,28.552,-57.044
888800,-0.0111947,24759,36.6968,-10.3885,107.589,-24.3652,28.536,-56.864
889200,-0.0111949,24763,36.6244,-10.8884,107.451,-24.3634,28.517,-56.762
889600,-0.0111951,24766,36.5615,-11.2762,107.359,-24.3587,28.508,-56.684
890000,-0.0111953,24770,36.498,-11.8189,107.255,-24.3564,28.494,-56.564
890400,-0.0111955,24778,36.4686,-12.9339,107.063,-24.3231,28.4775,-56.3281
890800,-0.0106898,24782,36.4802,-13.4895,106.962,-24.2849,28.4745,-56.2281
891200,-0.00967832,24785,36.494,-13.8916,106.885,-24.2553,28.4785,-56.1641
891600,-0.00866682,24789,36.5046,-14.3694,106.766,-24.2061,28.488,-56.0781
892000,-0.00765534,24793,36.4977,-14.7654,106.624,-24.1378,28.5065,-55.9821
892400,-0.00664387,24800,36.4478,-15.3202,106.333,-24.0096,28.5385,-55.7701
892800,-0.00563245,24804,36.4607,-15.6838,106.151,-23.953,28.5545,-55.6701
893200,-0.00462105,24812,36.4022,-16.5165,105.828,-23.8708,28.564,-55.4341
893600,-0.0036097,24816,36.3218,-16.9419,105.676,-23.867,28.556,-55.2841
894000,-0.00259839,24820,36.2218,-17.4363,105.502,-23.8587,28.533,-55.1401
894400,-0.00158714,24823,36.136,-17.8405,105.357,-23.851,28.5065,-55.0221
894800,-0.000575951,24831,35.9319,-18.9642,105.039,-23.8421,28.417,-54.6562
895200,0.000435172,24835,35.8518,-19.5667,104.932,-23.8301,28.363,-54.5042
895600,0.00144623,24838,35.82,-20.0412,104.853,-23.8347,28.3255,-54.3782
896000,0.00245722,24846,35.7463,-21.3427,104.697,-23.8688,28.21,-54.0922
896400,0.00346813,24850,35.7417,-21.9432,104.714,-23.9443,28.136,-53.9702
896800,0.00447897,24854,35.7673,-22.4905,104.785,-24.0455,28.074,-53.8642
897200,0.00548971,24857,35.7935,-22.8754,104.852,-24.1143,28.0335,-53.7942
897600,0.00650038,24861,35.8475,-23.4175,104.951,-24.1923,27.9705,-53.6922
898000,0.00751094,24869,36.0216,-24.4108,105.192,-24.3146,27.8196,-53.4982
898400,0.00852142,24872,36.1043,-24.7242,105.288,-24.3281,27.7716,-53.4162
