DUECA time,xdotdot,FrameSignature,Roll raw,Pitch raw,Yaw raw,X raw,Y raw,Z raw
1709200,0.000139926,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1709600,0.000419776,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1710000,0.000699623,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1710400,0.000979465,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1710800,0.0012593,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1711200,0.00153913,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1711600,0.00181894,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1712000,0.00209874,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1712400,0.00237853,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1712800,0.0026583,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1713200,0.00293806,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1713600,0.00307787,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1714000,0.00307773,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1714400,0.00307758,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1714800,0.00307741,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1715200,0.00307723,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1715600,0.00307703,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1716000,0.00307681,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1716400,0.00307658,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1716800,0.00307634,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1717200,0.00307609,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1717600,0.00307583,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1718000,0.00307556,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1718400,0.00307527,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1718800,0.00307498,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1719200,0.00307469,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1719600,0.00307438,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1720000,0.00307407,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1720400,0.00307376,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1720800,0.00307343,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1721200,0.00307311,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1721600,0.00307278,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1722000,0.00307245,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1722400,0.00307212,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1722800,0.00307179,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1723200,0.00307145,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1723600,0.00307112,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1724000,0.00307079,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1724400,0.00307045,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1724800,0.00307012,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1725200,0.00306979,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1725600,0.00306946,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1726000,0.00306914,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1726400,0.00306882,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1726800,0.0030685,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1727200,0.00306818,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1727600,0.00306787,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1728000,0.00306757,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1728400,0.00306726,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
1728800,0.00306697,11382,8522.21,330.876,1701.16,-4407.78,4669.13,-1779.84
