DUECA time,xdotdot,FrameSignature,Roll raw,Pitch raw,Yaw raw,X raw,Y raw,Z raw
1271200,0.000139926,29283,-18.7512,53.7153,19.4456,-36.4649,-13.5007,29.6922
1271600,0.000419776,29287,-19.1843,53.2236,19.4836,-37.0275,-13.8477,30.6341
1272000,0.000699623,29291,-19.5723,52.9214,19.5365,-37.5882,-14.0406,31.4681
1272400,0.000979465,29298,-20.2283,52.6264,19.682,-38.589,-14.2201,32.732
1272800,0.0012593,29302,-20.5377,52.607,19.7464,-39.1241,-14.2001,33.298
1273200,0.00153913,29306,-20.7885,52.7294,19.7955,-39.6008,-14.0671,33.8899
1273600,0.00181894,29314,-21.2313,52.9396,19.9537,-40.343,-13.6322,34.6119
1274000,0.00209874,29317,-21.4016,52.9272,20.0359,-40.4868,-13.4342,34.6879
1274400,0.00237853,29321,-21.5871,52.8521,20.1364,-40.5861,-13.1737,34.6199
1274800,0.0026583,29325,-21.7078,52.7949,20.2215,-40.5901,-12.8887,34.6939
1275200,0.00293806,29333,-21.7797,52.6805,20.3621,-40.4685,-12.2987,34.6099
1275600,0.00307787,29336,-21.7972,52.6229,20.4082,-40.3867,-12.0898,34.5159
1276000,0.00307773,29340,-21.8366,52.6146,20.4552,-40.248,-11.7738,34.4159
1276400,0.00307758,29346,-21.9287,52.7153,20.5226,-40.0937,-11.2828,34.2899
1276800,0.00307741,29349,-21.9778,52.7934,20.5596,-40.0619,-11.0473,34.2499
1277200,0.00307723,29357,-22.1593,53.0547,20.731,-40.2408,-10.4104,33.9659
1277600,0.00307703,29361,-22.3245,53.2796,20.8295,-40.4494,-10.0514,33.7459
1278000,0.00307681,29364,-22.473,53.5155,20.8868,-40.6372,-9.7624,33.6539
1278400,0.00307658,29368,-22.7127,53.868,20.9278,-40.8762,-9.37493,33.6219
1278800,0.00307634,29376,-23.2126,54.5025,20.9664,-41.2798,-8.63297,33.534
1279200,0.00307609,29380,-23.3872,54.7467,21.0243,-41.4664,-8.29399,33.394
1279600,0.00307583,29383,-23.4749,54.8983,21.0861,-41.5954,-8.04551,33.172
1280000,0.00307556,29391,-23.6045,55.234,21.2583,-41.7788,-7.44255,32.568
1280400,0.00307527,29395,-23.6397,55.4229,21.3367,-41.8022,-7.15756,32.368
1280800,0.00307498,29399,-23.6406,55.6196,21.4096,-41.798,-6.86808,32.062
1281200,0.00307469,29403,-23.5919,55.8467,21.48,-41.7999,-6.5796,31.7521
1281600,0.00307438,29406,-23.5306,56.0473,21.5365,-41.803,-6.35411,31.5801
1282000,0.00307407,29414,-23.3654,56.5915,21.715,-41.8324,-5.77165,31.1121
