DUECA time,xdotdot,FrameSignature,Roll raw,Pitch raw,Yaw raw,X raw,Y raw,Z raw
4302000,-0.0002558,24057,-114.62,-314.511,30.3324,-87.7122,-52.3893,67.9214
4302400,-0.001279,24061,-114.765,-314.866,30.3369,-87.7393,-52.4068,67.9254
4302800,-0.00230218,24065,-114.897,-315.242,30.3421,-87.7687,-52.4316,67.9314
4303200,-0.00332535,24068,-114.997,-315.528,30.3447,-87.7897,-52.4473,67.9334
4303600,-0.0043485,24076,-115.275,-316.294,30.3468,-87.8524,-52.4978,67.9634
4304000,-0.00537161,24080,-115.417,-316.675,30.3476,-87.8892,-52.5186,67.9854
4304400,-0.00639468,24084,-115.568,-317.05,30.3538,-87.9383,-52.5468,68.0193
4304800,-0.00741771,24091,-115.867,-317.645,30.3643,-88.0388,-52.5881,68.0893
4305200,-0.00844069,24095,-116.046,-317.946,30.3686,-88.1104,-52.6123,68.1373
4305600,-0.00946361,24098,-116.2,-318.172,30.3666,-88.1601,-52.6358,68.1693
4306000,-0.0104865,24102,-116.397,-318.492,30.3643,-88.2351,-52.6641,68.2113
4306400,-0.0112535,24110,-116.806,-319.251,30.3637,-88.3899,-52.732,68.2613
4306800,-0.011253,24114,-117.052,-319.552,30.3655,-88.4705,-52.7588,68.2713
4307200,-0.0112525,24118,-117.32,-319.755,30.3655,-88.5602,-52.7923,68.2973
4307600,-0.0112519,24121,-117.539,-319.897,30.3604,-88.6285,-52.812,68.3233
4308000,-0.0112512,24129,-118.109,-320.384,30.3278,-88.8048,-52.8813,68.4133
4308400,-0.0112505,24133,-118.369,-320.643,30.3194,-88.8994,-52.9138,68.4553
4308800,-0.0112497,24137,-118.633,-320.889,30.3182,-88.9991,-52.9585,68.5093
4309200,-0.0112489,24141,-118.929,-321.159,30.3225,-89.1082,-52.9975,68.5753
4309600,-0.011248,24144,-119.167,-321.394,30.3226,-89.1968,-53.0335,68.6253
4310000,-0.0112471,24152,-119.827,-321.953,30.2949,-89.478,-53.1168,68.8533
4310400,-0.0112461,24156,-120.183,-322.19,30.2748,-89.6309,-53.165,68.9853
4310800,-0.0112452,24163,-120.861,-322.624,30.2508,-89.9224,-53.251,69.2353
4311200,-0.0112441,24167,-121.269,-322.859,30.2386,-90.0992,-53.2995,69.3973
4311600,-0.0112431,24171,-121.674,-323.101,30.2211,-90.2803,-53.356,69.5733
4312000,-0.011242,24174,-121.974,-323.306,30.2051,-90.4189,-53.3998,69.7012
4312400,-0.0112409,24182,-122.77,-323.975,30.1683,-90.8143,-53.5472,70.0272
4312800,-0.0112398,24186,-123.163,-324.355,30.1552,-91.0293,-53.6247,70.2052
4313200,-0.0112386,24190,-123.556,-324.764,30.1421,-91.2556,-53.7177,70.3892
4313600,-0.0112374,24197,-124.256,-325.522,30.1204,-91.6834,-53.8792,70.7432
4314000,-0.0112363,24201,-124.682,-325.934,30.105,-91.9289,-53.97,70.9632
4314400,-0.0112351,24205,-125.117,-326.34,30.0924,-92.1784,-54.0562,71.1672
4314800,-0.0112339,24208,-125.419,-326.639,30.0867,-92.3766,-54.1282,71.2891
4315200,-0.0112327,24216,-126.152,-327.309,30.0659,-92.8641,-54.2937,71.6171
4315600,-0.0112314,24220,-126.456,-327.586,30.0536,-93.0869,-54.3629,71.7931
4316000,-0.0112302,24224,-126.725,-327.868,30.0437,-93.296,-54.4262,71.9671
4316400,-0.011229,24228,-126.92,-328.189,30.0395,-93.4971,-54.4959,72.1051
4316800,-0.0112278,24235,-127.209,-328.772,30.0358,-93.782,-54.6144,72.2111
4317200,-0.0112266,24239,-127.398,-329.027,30.044,-93.9406,-54.6714,72.2751
