DUECA time,xdotdot,FrameSignature,Roll raw,Pitch raw,Yaw raw,X raw,Y raw,Z raw
1192000,-0.0002558,25748,-273.241,-83.3605,-378.818,-79.9347,-53.4554,124.21
1192400,-0.001279,25752,-272.734,-82.8099,-377.401,-79.6563,-53.9368,124.348
1192800,-0.00230218,25756,-272.352,-82.3922,-376.204,-79.3874,-54.5288,124.43
1193200,-0.00332535,25763,-271.914,-81.851,-374.573,-78.9221,-55.7097,124.742
1193600,-0.0043485,25767,-271.592,-81.8183,-373.616,-78.6839,-56.4677,124.992
1194000,-0.00537161,25771,-271.296,-82.1685,-372.549,-78.3675,-57.2456,125.168
1194400,-0.00639468,25775,-270.967,-82.7158,-371.227,-78.0292,-58.1031,125.374
1194800,-0.00741771,25782,-270.207,-83.6862,-369.07,-77.3431,-59.6485,125.758
1195200,-0.00844069,25786,-269.831,-84.1929,-368.127,-76.8624,-60.5129,126.004
1195600,-0.00946361,25790,-269.482,-84.6625,-367.291,-76.3521,-61.4369,126.266
1196000,-0.0104865,25797,-268.944,-85.2645,-366.233,-75.323,-62.8628,126.754
1196400,-0.0112535,25801,-268.698,-85.5997,-365.749,-74.6706,-63.6877,127.022
1196800,-0.011253,25805,-268.477,-85.8625,-365.376,-73.956,-64.4322,127.258
1197200,-0.0112525,25813,-268.013,-86.1142,-364.665,-72.5496,-65.6541,127.628
1197600,-0.0112519,25816,-267.859,-86.1218,-364.411,-72.0534,-66.0266,127.736
1198000,-0.0112512,25820,-267.686,-86.1054,-364.118,-71.4336,-66.4876,127.85
1198400,-0.0112505,25824,-267.552,-86.066,-363.915,-70.8532,-66.8445,127.99
1198800,-0.0112497,25832,-267.286,-86.1568,-363.764,-69.6479,-67.4905,128.3
1199200,-0.0112489,25836,-267.079,-86.3501,-363.735,-69.0124,-67.79,128.538
1199600,-0.011248,25839,-266.874,-86.5837,-363.704,-68.5339,-68.062,128.726
1200000,-0.0112471,25847,-266.354,-87.5472,-363.715,-66.987,-68.6644,129.048
1200400,-0.0112461,25850,-266.151,-88.0165,-363.79,-66.2968,-68.8449,129.124
1200800,-0.0112452,25854,-265.842,-88.7156,-363.902,-65.325,-69.1099,129.208
1201200,-0.0112441,25858,-265.469,-89.3704,-364.032,-64.2986,-69.2409,129.378
1201600,-0.0112431,25866,-264.706,-90.6432,-364.396,-62.0874,-69.4314,129.624
1202000,-0.011242,25869,-264.371,-91.0746,-364.562,-61.2563,-69.4199,129.738
1202400,-0.0112409,25873,-263.89,-91.6278,-364.796,-60.1723,-69.3844,129.882
1202800,-0.0112398,25877,-263.381,-92.1636,-365.081,-59.1181,-69.2834,130.034
1203200,-0.0112386,25884,-262.477,-93.0856,-365.679,-57.3081,-69.0624,130.304
1203600,-0.0112374,25888,-261.934,-93.5743,-366.057,-56.32,-68.8859,130.45
1204000,-0.0112363,25892,-261.407,-93.9973,-366.439,-55.3128,-68.5774,130.534
1204400,-0.0112351,25900,-260.268,-94.6403,-367.065,-53.4647,-67.9145,130.718
