0.000000000000000000e+00,-2.557999999999999836e-04,2.472900000000000000e+04,6.117620325362493720e-03,-2.481096911904834279e-02,1.421525132915027164e-03,3.753769150949154334e-03,-1.863712384789110738e-03,5.574711591283647467e-03
4.000000000000000083e-02,-1.278999999999999972e-03,2.473200000000000000e+04,6.080208085436022980e-03,-2.481672189812468218e-02,1.427153268444713956e-03,3.740828908014405280e-03,-1.865390954037722060e-03,5.580449246169809710e-03
8.000000000000000167e-02,-2.302180000000000025e-03,2.474000000000000000e+04,5.979016701483185967e-03,-2.483398023535370730e-02,1.424948036465450117e-03,3.705487395470915060e-03,-1.870441921503998139e-03,5.597601171946529723e-03
1.200000000000000094e-01,-3.325349999999999921e-03,2.474400000000000000e+04,5.926359597004412019e-03,-2.484606107141401968e-02,1.420683309576855962e-03,3.688304950253311256e-03,-1.873173411463101767e-03,5.607611548556430507e-03
1.600000000000000033e-01,-4.348499999999999935e-03,2.474700000000000000e+04,1.058555454686320278e-02,-2.439600198834161390e-02,-8.189732996799996279e-02,1.203219801013245480e-02,-3.886070927180614335e-04,2.115528291521699342e-02
2.000000000000000111e-01,-5.371609999999999753e-03,2.475100000000000000e+04,3.644270489280465597e-02,-2.100301288911572348e-02,-5.531814832018695505e-01,5.841207349081364852e-02,8.063694073124579031e-03,1.089302935970213049e-01
2.400000000000000189e-01,-6.394679999999999809e-03,2.475900000000000000e+04,4.820809690043462159e-02,-1.345494487049079743e-02,-8.181813337604899594e-01,8.402368308612585823e-02,1.213617774522370713e-02,1.581630348532014896e-01
2.800000000000000266e-01,-7.417710000000000102e-03,2.476200000000000000e+04,4.933986030405343448e-02,-1.178036840915870978e-02,-8.312861644963946972e-01,8.509338948910455391e-02,1.239806506744796540e-02,1.600680583531709777e-01
3.200000000000000067e-01,-8.440690000000000692e-03,2.476600000000000000e+04,5.023825263647534178e-02,-1.024428051612440334e-02,-8.359785146296635494e-01,8.571415491668192554e-02,1.259998168833546990e-02,1.610373557956418233e-01
3.600000000000000422e-01,-9.463610000000000771e-03,2.477000000000000000e+04,5.080260026386438504e-02,-9.172250135248265560e-03,-8.376890076083620684e-01,8.602942074101202485e-02,1.271558933040346784e-02,1.614664591344686373e-01
4.000000000000000222e-01,-1.048649999999999929e-02,2.477700000000000000e+04,5.151517783212048590e-02,-7.830759582436319297e-03,-8.392134940635925799e-01,8.635506317524263564e-02,1.284862357321613774e-02,1.617808093755722376e-01
4.400000000000000022e-01,-1.125349999999999961e-02,2.478100000000000000e+04,4.487685429662811865e-02,-8.747158113367178162e-03,-7.021995548023800549e-01,7.344564487578587875e-02,1.070411402063114158e-02,1.372666788744430211e-01
4.800000000000000377e-01,-1.125300000000000085e-02,2.478500000000000000e+04,2.000586451588329262e-02,-1.178445288230291037e-02,-2.493561266570239465e-01,2.859030702557529072e-02,2.635356772263932213e-03,5.304492461698101513e-02
5.200000000000000178e-01,-1.125250000000000035e-02,2.479200000000000000e+04,1.027429084697264669e-02,-1.604219973228437554e-02,-2.700277794713424467e-02,6.522035036318134076e-03,-7.267197704938045200e-04,1.118110236220472460e-02
5.600000000000000533e-01,-1.125190000000000044e-02,2.479600000000000000e+04,8.572848907354048767e-03,-1.761834614362026846e-02,-9.122680355540462721e-03,5.019410364402124118e-03,-1.098355002136360828e-03,8.332265152902397498e-03
5.999999999999999778e-01,-1.125119999999999940e-02,2.480000000000000000e+04,7.527242958368571095e-03,-1.873480715489601184e-02,-4.938319790642853313e-03,4.453061099920649357e-03,-1.288112677775743193e-03,7.363333943722150457e-03
6.400000000000000133e-01,-1.125050000000000008e-02,2.480400000000000000e+04,6.811750648713792849e-03,-1.955024441303708851e-02,-3.260521773028015029e-03,4.164896539095404131e-03,-1.412561801867789728e-03,6.897149484221448516e-03
6.800000000000000488e-01,-1.124969999999999963e-02,2.481100000000000000e+04,6.033476343405880411e-03,-2.057922483049193924e-02,-1.827408625460212035e-03,3.886315082707684880e-03,-1.538988585729109343e-03,6.458981871452114387e-03
7.200000000000000844e-01,-1.124889999999999918e-02,2.481500000000000000e+04,5.745473046913997933e-03,-2.103081798798470473e-02,-1.346890494771605089e-03,3.790056766160043809e-03,-1.584462552646035511e-03,6.307178172495879649e-03
7.600000000000000089e-01,-1.124799999999999932e-02,2.482200000000000000e+04,5.393153680348624149e-03,-2.168069026430868504e-02,-8.149942941521970494e-04,3.682414698162729625e-03,-1.651065128486846117e-03,6.133614112189464222e-03
8.000000000000000444e-01,-1.124709999999999946e-02,2.482600000000000000e+04,5.261338335779398162e-03,-2.200514700421431560e-02,-6.033783158289951270e-04,3.640389428065677908e-03,-1.683528657754989905e-03,6.069767441860465101e-03
